School,Bus Plate,Trip Type,Sequence,Stop Name,Activity,Students,Staff,Total Pax,Dist (km),Time (min)
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),2,WAKRAH (Part 2),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),3,WAKRAH (Part 3),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),4,WAKRAH (Part 4),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),5,WAKRAH (Part 5),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),6,WAKRAH (Part 6),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),7,WAKRAH (Part 7),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),8,WAKRAH (Part 8),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),9,WAKRAH (Part 9),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),10,WAKRAH (Part 10),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),11,WAKRAH (Part 1),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),12,WAKRA (Part 2),DROP OFF,0,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),13,WAKRA (Part 1),DROP OFF,0,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),14,WAKRAH HOSPITAL SIDE (Part 1),DROP OFF,2,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",286305,PM (Drop-off),15,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),2,WAKRAH JANOUB STADIUM,PICK UP,2,0,2,18.96,18.0
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),3,WAKRAH HOSPITAL SIDE (Part 2),PICK UP,2,3,5,21.73,22.5
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),4,WAKRAH HOSPITAL SIDE (Part 5),PICK UP,1,2,4,21.73,22.5
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),5,WAKRAH HOSPITAL SIDE (Part 4),PICK UP,2,2,4,21.73,22.5
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),6,WAKRAH HOSPITAL SIDE (Part 3),PICK UP,2,3,4,21.73,22.5
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),7,EZDAN 18,PICK UP,4,0,4,25.08,28.5
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),8,EZDAN 36,PICK UP,3,0,3,25.08,28.5
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),9,EZDAN 04 (Part 2),PICK UP,1,5,5,26.10,32.6
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),10,EZDAN 04 (Part 9),PICK UP,1,4,5,26.10,32.6
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),11,EZDAN 04 (Part 8),PICK UP,1,4,5,26.10,32.6
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),12,EZDAN 04 (Part 7),PICK UP,1,4,5,26.10,32.6
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),13,EZDAN 04 (Part 6),PICK UP,1,4,5,26.10,32.6
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),14,EZDAN 04 (Part 5),PICK UP,1,4,5,26.10,32.6
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),15,EZDAN 04 (Part 4),PICK UP,1,5,5,26.10,32.6
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),16,EZDAN 04 (Part 3),PICK UP,1,5,5,26.10,32.6
"PODAR PEARL SCHOOL, AL MESHAF",282965,AM (Pickup),17,SCHOOL,DROP OFF,0,0,0,42.14,52.3
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),2,EZDAN 04 (Part 3),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),3,EZDAN 04 (Part 4),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),4,EZDAN 04 (Part 5),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),5,EZDAN 04 (Part 6),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),6,EZDAN 04 (Part 7),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),7,EZDAN 04 (Part 8),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),8,EZDAN 04 (Part 9),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),9,EZDAN 04 (Part 2),DROP OFF,1,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),10,EZDAN 36,DROP OFF,3,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),11,EZDAN 18,DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),12,WAKRAH HOSPITAL SIDE (Part 3),DROP OFF,2,3,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),13,WAKRAH HOSPITAL SIDE (Part 4),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),14,WAKRAH HOSPITAL SIDE (Part 5),DROP OFF,1,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),15,WAKRAH HOSPITAL SIDE (Part 2),DROP OFF,2,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),16,WAKRAH JANOUB STADIUM,DROP OFF,2,0,2,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",282965,PM (Drop-off),17,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),2,EZDAN OASIS (Part 1),PICK UP,0,5,5,18.21,19.7
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),3,EZDAN OASIS (Part 3),PICK UP,0,5,5,18.21,19.7
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),4,EZDAN OASIS (Part 2),PICK UP,0,5,5,18.21,19.7
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),5,EZDAN 23 (Part 1),PICK UP,4,1,4,25.24,30.4
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),6,EZDAN 21 (Part 1),PICK UP,3,2,4,25.25,30.4
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),7,EZDAN 31 (Part 1),PICK UP,2,3,5,25.25,30.4
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),8,EZDAN 28,PICK UP,3,0,3,25.25,30.4
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),9,EZDAN 27 (Part 2),PICK UP,4,0,4,25.25,30.4
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),10,EZDAN 27 (Part 1),PICK UP,4,0,4,25.25,30.4
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),11,EZDAN 21 (Part 4),PICK UP,2,1,4,25.25,30.4
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),12,EZDAN 21 (Part 3),PICK UP,2,2,4,25.25,30.4
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),13,EZDAN 21 (Part 2),PICK UP,2,2,4,25.25,30.4
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),14,EZDAN 31 (Part 3),PICK UP,2,2,4,25.25,30.4
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),15,EZDAN 23 (Part 3),PICK UP,3,0,4,25.26,30.4
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),16,EZDAN 23 (Part 2),PICK UP,4,1,4,25.26,30.4
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),17,EZDAN 30 (Part 1),PICK UP,3,0,3,27.97,37.4
"PODAR PEARL SCHOOL, AL MESHAF",284385,AM (Pickup),18,SCHOOL,DROP OFF,0,0,0,46.61,56.6
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),2,EZDAN 30 (Part 1),DROP OFF,3,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),3,EZDAN 23 (Part 2),DROP OFF,4,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),4,EZDAN 23 (Part 3),DROP OFF,3,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),5,EZDAN 31 (Part 3),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),6,EZDAN 21 (Part 2),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),7,EZDAN 21 (Part 3),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),8,EZDAN 21 (Part 4),DROP OFF,2,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),9,EZDAN 27 (Part 1),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),10,EZDAN 27 (Part 2),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),11,EZDAN 28,DROP OFF,3,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),12,EZDAN 31 (Part 1),DROP OFF,2,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),13,EZDAN 21 (Part 1),DROP OFF,3,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),14,EZDAN 23 (Part 1),DROP OFF,4,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),15,EZDAN OASIS (Part 2),DROP OFF,0,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),16,EZDAN OASIS (Part 3),DROP OFF,0,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),17,EZDAN OASIS (Part 1),DROP OFF,0,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284385,PM (Drop-off),18,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),2,EZDAN 24 (Part 1),PICK UP,3,2,5,20.67,23.3
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),3,EZDAN 24 (Part 4),PICK UP,2,2,4,20.67,23.3
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),4,EZDAN 24 (Part 3),PICK UP,3,2,5,20.67,23.3
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),5,EZDAN 24 (Part 2),PICK UP,3,2,5,20.67,23.3
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),6,EZDAN 22 (Part 1),PICK UP,4,1,5,21.18,25.4
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),7,EZDAN 22 (Part 4),PICK UP,4,0,4,21.18,25.4
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),8,EZDAN 22 (Part 3),PICK UP,4,0,4,21.18,25.4
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),9,EZDAN 22 (Part 2),PICK UP,4,0,4,21.18,25.4
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),10,EZDAN 31 (Part 2),PICK UP,2,3,5,22.40,28.7
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),11,EZDAN 33,PICK UP,5,0,5,22.40,28.7
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),12,EZDAN 31 (Part 5),PICK UP,2,2,4,22.40,28.7
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),13,EZDAN 31 (Part 4),PICK UP,2,2,4,22.40,28.7
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),14,EZDAN 23 (Part 4),PICK UP,3,0,4,22.40,28.7
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),15,EZDAN 30 (Part 2),PICK UP,3,0,3,25.12,35.7
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),16,MESAIEED,PICK UP,0,5,5,45.36,54.4
"PODAR PEARL SCHOOL, AL MESHAF",284658,AM (Pickup),17,SCHOOL,DROP OFF,0,0,0,81.19,85.3
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),2,MESAIEED,DROP OFF,0,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),3,EZDAN 30 (Part 2),DROP OFF,3,0,3,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),4,EZDAN 23 (Part 4),DROP OFF,3,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),5,EZDAN 31 (Part 4),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),6,EZDAN 31 (Part 5),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),7,EZDAN 33,DROP OFF,5,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),8,EZDAN 31 (Part 2),DROP OFF,2,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),9,EZDAN 22 (Part 2),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),10,EZDAN 22 (Part 3),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),11,EZDAN 22 (Part 4),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),12,EZDAN 22 (Part 1),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),13,EZDAN 24 (Part 2),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),14,EZDAN 24 (Part 3),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),15,EZDAN 24 (Part 4),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),16,EZDAN 24 (Part 1),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284658,PM (Drop-off),17,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),2,EZDAN 40,PICK UP,1,0,1,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),3,EZDAN 04 (Part 10),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),4,EZDAN 04 (Part 22),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),5,EZDAN 04 (Part 21),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),6,EZDAN 04 (Part 20),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),7,EZDAN 04 (Part 19),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),8,EZDAN 04 (Part 18),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),9,EZDAN 04 (Part 17),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),10,EZDAN 04 (Part 16),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),11,EZDAN 04 (Part 15),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),12,EZDAN 04 (Part 14),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),13,EZDAN 04 (Part 13),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),14,EZDAN 04 (Part 12),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),15,EZDAN 04 (Part 11),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283525,AM (Pickup),16,SCHOOL,DROP OFF,0,0,0,33.93,40.8
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),2,EZDAN 04 (Part 11),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),3,EZDAN 04 (Part 12),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),4,EZDAN 04 (Part 13),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),5,EZDAN 04 (Part 14),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),6,EZDAN 04 (Part 15),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),7,EZDAN 04 (Part 16),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),8,EZDAN 04 (Part 17),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),9,EZDAN 04 (Part 18),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),10,EZDAN 04 (Part 19),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),11,EZDAN 04 (Part 20),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),12,EZDAN 04 (Part 21),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),13,EZDAN 04 (Part 22),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),14,EZDAN 04 (Part 10),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),15,EZDAN 40,DROP OFF,1,0,1,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283525,PM (Drop-off),16,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),2,EZDAN 04 (Part 23),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),3,EZDAN 04 (Part 35),PICK UP,0,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),4,EZDAN 04 (Part 34),PICK UP,0,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),5,EZDAN 04 (Part 33),PICK UP,0,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),6,EZDAN 04 (Part 32),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),7,EZDAN 04 (Part 31),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),8,EZDAN 04 (Part 30),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),9,EZDAN 04 (Part 29),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),10,EZDAN 04 (Part 28),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),11,EZDAN 04 (Part 27),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),12,EZDAN 04 (Part 26),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),13,EZDAN 04 (Part 25),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),14,EZDAN 04 (Part 24),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",283575,AM (Pickup),15,SCHOOL,DROP OFF,0,0,0,33.93,40.8
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),2,EZDAN 04 (Part 24),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),3,EZDAN 04 (Part 25),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),4,EZDAN 04 (Part 26),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),5,EZDAN 04 (Part 27),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),6,EZDAN 04 (Part 28),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),7,EZDAN 04 (Part 29),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),8,EZDAN 04 (Part 30),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),9,EZDAN 04 (Part 31),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),10,EZDAN 04 (Part 32),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),11,EZDAN 04 (Part 33),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),12,EZDAN 04 (Part 34),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),13,EZDAN 04 (Part 35),DROP OFF,0,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),14,EZDAN 04 (Part 23),DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",283575,PM (Drop-off),15,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),2,EZDAN 04 (Part 36),PICK UP,0,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),3,EZDAN 08 (Part 2),PICK UP,1,2,3,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),4,EZDAN 05 (Part 10),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),5,EZDAN 05 (Part 9),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),6,EZDAN 05 (Part 8),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),7,EZDAN 05 (Part 7),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),8,EZDAN 05 (Part 6),PICK UP,1,4,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),9,EZDAN 05 (Part 5),PICK UP,1,5,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),10,EZDAN 05 (Part 4),PICK UP,1,5,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),11,EZDAN 05 (Part 3),PICK UP,1,5,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),12,EZDAN 05 (Part 2),PICK UP,1,5,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),13,EZDAN 05 (Part 1),PICK UP,1,5,5,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),14,EZDAN 04 (Part 38),PICK UP,0,4,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),15,EZDAN 04 (Part 37),PICK UP,0,4,4,17.90,21.0
"PODAR PEARL SCHOOL, AL MESHAF",284072,AM (Pickup),16,SCHOOL,DROP OFF,0,0,0,33.93,40.8
