School,Bus Plate,Trip Type,Sequence,Stop Name,Activity,Students,Staff,Total Pax,Dist (km),Time (min)
"PODAR PEARL SCHOOL, AL MESHAF",129649,AM (Pickup),5,NUAIJA (Part 4),PICK UP,3,2,5,5.66,7.2
"PODAR PEARL SCHOOL, AL MESHAF",129649,AM (Pickup),6,NUAIJA (Part 3),PICK UP,3,2,5,5.66,7.2
"PODAR PEARL SCHOOL, AL MESHAF",129649,AM (Pickup),7,NUAIJA (Part 2),PICK UP,3,2,5,5.66,7.2
"PODAR PEARL SCHOOL, AL MESHAF",129649,AM (Pickup),8,SCHOOL,DROP OFF,0,0,0,11.20,14.3
"PODAR PEARL SCHOOL, AL MESHAF",129649,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",129649,PM (Drop-off),2,NUAIJA (Part 2),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",129649,PM (Drop-off),3,NUAIJA (Part 3),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",129649,PM (Drop-off),4,NUAIJA (Part 4),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",129649,PM (Drop-off),5,NUAIJA (Part 5),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",129649,PM (Drop-off),6,NUAIJA (Part 6),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",129649,PM (Drop-off),7,NUAIJA (Part 1),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",129649,PM (Drop-off),8,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),2,BANI HAJR,PICK UP,5,0,5,16.97,19.6
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),3,LUQTA (Part 4),PICK UP,3,1,4,24.92,29.8
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),4,MADINAT KHALIFA NORTH (Part 1),PICK UP,4,0,4,27.47,34.8
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),5,MADINAT KHALIFA NORTH (Part 2),PICK UP,4,0,4,27.47,34.8
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),6,MESHAF (Part 1),PICK UP,2,4,5,29.35,38.9
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),7,MESHAF (Part 10),PICK UP,1,3,4,29.35,38.9
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),8,MESHAF (Part 9),PICK UP,1,3,4,29.35,38.9
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),9,MESHAF (Part 8),PICK UP,1,3,5,29.35,38.9
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),10,MESHAF (Part 7),PICK UP,1,3,5,29.35,38.9
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),11,MESHAF (Part 6),PICK UP,2,3,5,29.35,38.9
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),12,MESHAF (Part 5),PICK UP,2,3,5,29.35,38.9
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),13,MESHAF (Part 4),PICK UP,2,3,5,29.35,38.9
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),14,MESHAF (Part 3),PICK UP,2,3,5,29.35,38.9
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),15,MESHAF (Part 2),PICK UP,2,4,5,29.35,38.9
"PODAR PEARL SCHOOL, AL MESHAF",57596,AM (Pickup),16,SCHOOL,DROP OFF,0,0,0,39.24,50.5
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),2,MESHAF (Part 2),DROP OFF,2,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),3,MESHAF (Part 3),DROP OFF,2,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),4,MESHAF (Part 4),DROP OFF,2,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),5,MESHAF (Part 5),DROP OFF,2,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),6,MESHAF (Part 6),DROP OFF,2,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),7,MESHAF (Part 7),DROP OFF,1,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),8,MESHAF (Part 8),DROP OFF,1,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),9,MESHAF (Part 9),DROP OFF,1,3,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),10,MESHAF (Part 10),DROP OFF,1,3,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),11,MESHAF (Part 1),DROP OFF,2,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),12,MADINAT KHALIFA NORTH (Part 2),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),13,MADINAT KHALIFA NORTH (Part 1),DROP OFF,4,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),14,LUQTA (Part 4),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),15,BANI HAJR,DROP OFF,5,0,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57596,PM (Drop-off),16,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),2,ABU HAMOUR (Part 1),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),3,ABU HAMOUR (Part 13),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),4,ABU HAMOUR (Part 12),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),5,ABU HAMOUR (Part 11),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),6,ABU HAMOUR (Part 10),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),7,ABU HAMOUR (Part 9),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),8,ABU HAMOUR (Part 8),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),9,ABU HAMOUR (Part 7),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),10,ABU HAMOUR (Part 6),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),11,ABU HAMOUR (Part 5),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),12,ABU HAMOUR (Part 4),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),13,ABU HAMOUR (Part 3),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),14,ABU HAMOUR (Part 2),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",58322,AM (Pickup),15,SCHOOL,DROP OFF,0,0,0,22.62,24.8
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),2,ABU HAMOUR (Part 2),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),3,ABU HAMOUR (Part 3),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),4,ABU HAMOUR (Part 4),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),5,ABU HAMOUR (Part 5),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),6,ABU HAMOUR (Part 6),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),7,ABU HAMOUR (Part 7),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),8,ABU HAMOUR (Part 8),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),9,ABU HAMOUR (Part 9),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),10,ABU HAMOUR (Part 10),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),11,ABU HAMOUR (Part 11),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),12,ABU HAMOUR (Part 12),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),13,ABU HAMOUR (Part 13),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),14,ABU HAMOUR (Part 1),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",58322,PM (Drop-off),15,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302520,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",302520,AM (Pickup),2,OLD AIRPORT (Part 1),PICK UP,3,3,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",302520,AM (Pickup),3,OLD AIRPORT (Part 6),PICK UP,3,3,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",302520,AM (Pickup),4,OLD AIRPORT (Part 5),PICK UP,3,3,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",302520,AM (Pickup),5,OLD AIRPORT (Part 4),PICK UP,3,3,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",302520,AM (Pickup),6,OLD AIRPORT (Part 3),PICK UP,3,3,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",302520,AM (Pickup),7,MATAR QADEEM,PICK UP,1,4,5,9.93,12.8
"PODAR PEARL SCHOOL, AL MESHAF",302520,AM (Pickup),8,SCHOOL,DROP OFF,0,0,0,14.31,19.1
"PODAR PEARL SCHOOL, AL MESHAF",302520,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302520,PM (Drop-off),2,MATAR QADEEM,DROP OFF,1,4,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302520,PM (Drop-off),3,OLD AIRPORT (Part 3),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302520,PM (Drop-off),4,OLD AIRPORT (Part 4),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302520,PM (Drop-off),5,OLD AIRPORT (Part 5),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302520,PM (Drop-off),6,OLD AIRPORT (Part 6),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302520,PM (Drop-off),7,OLD AIRPORT (Part 1),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",302520,PM (Drop-off),8,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",268184,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",268184,AM (Pickup),2,OLD AIRPORT (Part 7),PICK UP,3,3,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",268184,AM (Pickup),3,OLD AIRPORT (Part 12),PICK UP,3,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",268184,AM (Pickup),4,OLD AIRPORT (Part 11),PICK UP,3,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",268184,AM (Pickup),5,OLD AIRPORT (Part 10),PICK UP,3,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",268184,AM (Pickup),6,OLD AIRPORT (Part 9),PICK UP,3,2,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",268184,AM (Pickup),7,OLD AIRPORT (Part 8),PICK UP,3,3,5,7.11,8.6
"PODAR PEARL SCHOOL, AL MESHAF",268184,AM (Pickup),8,SCHOOL,DROP OFF,0,0,0,13.09,16.4
"PODAR PEARL SCHOOL, AL MESHAF",268184,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",268184,PM (Drop-off),2,OLD AIRPORT (Part 8),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",268184,PM (Drop-off),3,OLD AIRPORT (Part 9),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",268184,PM (Drop-off),4,OLD AIRPORT (Part 10),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",268184,PM (Drop-off),5,OLD AIRPORT (Part 11),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",268184,PM (Drop-off),6,OLD AIRPORT (Part 12),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",268184,PM (Drop-off),7,OLD AIRPORT (Part 7),DROP OFF,3,3,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",268184,PM (Drop-off),8,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),2,ABU HAMOUR (Part 14),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),3,ABU HAMOUR (Part 16),PICK UP,2,2,4,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),4,ABU HAMOUR (Part 15),PICK UP,3,2,5,11.59,12.2
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),5,AIN KHALID (Part 11),PICK UP,3,1,4,14.46,16.2
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),6,AIN KHALID (Part 10),PICK UP,3,1,5,14.46,16.2
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),7,AIN KHALID (Part 9),PICK UP,3,2,5,14.46,16.2
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),8,BARWA CITY (Part 7),PICK UP,2,1,4,22.47,26.1
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),9,BARWA CITY (Part 6),PICK UP,2,1,4,22.47,26.1
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),10,BARWA CITY (Part 5),PICK UP,3,2,4,22.47,26.1
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),11,BARWA CITY (Part 4),PICK UP,3,2,4,22.47,26.1
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),12,BARWA CITY (Part 3),PICK UP,3,2,5,22.47,26.1
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),13,BARWA CITY (Part 2),PICK UP,3,2,5,22.47,26.1
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),14,BARWA CITY (Part 1),PICK UP,3,2,5,22.47,26.1
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),15,EZDAN 39,PICK UP,2,0,2,37.57,44.2
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),16,EZDAN 37,PICK UP,0,5,5,38.43,46.6
"PODAR PEARL SCHOOL, AL MESHAF",57022,AM (Pickup),17,SCHOOL,DROP OFF,0,0,0,56.83,66.8
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),2,EZDAN 37,DROP OFF,0,5,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),3,EZDAN 39,DROP OFF,2,0,2,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),4,BARWA CITY (Part 1),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),5,BARWA CITY (Part 2),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),6,BARWA CITY (Part 3),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),7,BARWA CITY (Part 4),DROP OFF,3,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),8,BARWA CITY (Part 5),DROP OFF,3,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),9,BARWA CITY (Part 6),DROP OFF,2,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),10,BARWA CITY (Part 7),DROP OFF,2,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),11,AIN KHALID (Part 9),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),12,AIN KHALID (Part 10),DROP OFF,3,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),13,AIN KHALID (Part 11),DROP OFF,3,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),14,ABU HAMOUR (Part 15),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),15,ABU HAMOUR (Part 16),DROP OFF,2,2,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),16,ABU HAMOUR (Part 14),DROP OFF,3,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",57022,PM (Drop-off),17,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),2,BARWA VILLAGE (Part 2),PICK UP,4,2,5,12.90,13.5
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),3,BARWA VILLAGE (Part 5),PICK UP,3,1,5,12.90,13.5
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),4,BARWA VILLAGE (Part 4),PICK UP,3,1,5,12.90,13.5
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),5,BARWA VILLAGE (Part 3),PICK UP,4,1,5,12.90,13.5
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),6,WAKRAH SOUQ SIDE,PICK UP,2,0,2,19.56,21.9
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),7,MUNTAZAH (Part 8),PICK UP,4,1,4,21.00,25.5
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),8,MUNTAZAH (Part 7),PICK UP,4,1,5,21.00,25.5
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),9,MUNTAZAH (Part 6),PICK UP,4,1,5,21.00,25.5
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),10,MUNTAZAH (Part 5),PICK UP,4,1,5,21.00,25.5
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),11,MUNTAZAH (Part 4),PICK UP,4,1,5,21.00,25.5
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),12,MUNTAZAH (Part 3),PICK UP,4,1,5,21.00,25.5
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),13,MUNTAZAH (Part 2),PICK UP,4,1,5,21.00,25.5
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),14,MUNTAZAH (Part 1),PICK UP,4,1,5,21.00,25.5
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),15,MUNTAZAH (Part 9),PICK UP,3,0,4,21.00,25.5
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),16,BEHIND KEO,PICK UP,1,0,1,33.27,37.6
"PODAR PEARL SCHOOL, AL MESHAF",64276,AM (Pickup),17,SCHOOL,DROP OFF,0,0,0,38.31,43.7
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),2,BEHIND KEO,DROP OFF,1,0,1,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),3,MUNTAZAH (Part 9),DROP OFF,3,0,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),4,MUNTAZAH (Part 1),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),5,MUNTAZAH (Part 2),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),6,MUNTAZAH (Part 3),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),7,MUNTAZAH (Part 4),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),8,MUNTAZAH (Part 5),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),9,MUNTAZAH (Part 6),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),10,MUNTAZAH (Part 7),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),11,MUNTAZAH (Part 8),DROP OFF,4,1,4,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),12,WAKRAH SOUQ SIDE,DROP OFF,2,0,2,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),13,BARWA VILLAGE (Part 3),DROP OFF,4,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),14,BARWA VILLAGE (Part 4),DROP OFF,3,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),15,BARWA VILLAGE (Part 5),DROP OFF,3,1,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),16,BARWA VILLAGE (Part 2),DROP OFF,4,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",64276,PM (Drop-off),17,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),1,SCHOOL,DROP OFF,0,0,0,0.00,0.0
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),2,STAFF (Part 49),PICK UP,0,4,4,2.27,3.3
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),3,SAILIYA,PICK UP,0,3,3,22.73,23.4
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),4,RAYYAN,PICK UP,1,0,1,75.11,60.3
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),5,AR RAYYAN,PICK UP,1,0,1,75.11,60.3
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),6,BU SIDRA,PICK UP,4,0,4,222.48,170.4
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),7,RAWDAT AL KHAIL,PICK UP,3,0,3,281.36,239.8
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),8,THUMAMA (Part 18),PICK UP,3,2,5,315.01,273.5
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),9,THUMAMA (Part 27),PICK UP,2,2,5,315.01,273.5
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),10,THUMAMA (Part 26),PICK UP,2,2,5,315.01,273.5
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),11,THUMAMA (Part 25),PICK UP,2,2,5,315.01,273.5
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),12,THUMAMA (Part 24),PICK UP,2,2,5,315.01,273.5
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),13,THUMAMA (Part 23),PICK UP,2,2,5,315.01,273.5
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),14,THUMAMA (Part 22),PICK UP,2,2,5,315.01,273.5
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),15,THUMAMA (Part 21),PICK UP,2,2,5,315.01,273.5
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),16,THUMAMA (Part 20),PICK UP,2,2,5,315.01,273.5
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),17,THUMAMA (Part 19),PICK UP,2,2,5,315.01,273.5
"PODAR PEARL SCHOOL, AL MESHAF",56846,AM (Pickup),18,SCHOOL,DROP OFF,0,0,0,362.01,309.3
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),1,SCHOOL,PICK UP,0,0,0,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),2,THUMAMA (Part 19),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),3,THUMAMA (Part 20),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),4,THUMAMA (Part 21),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),5,THUMAMA (Part 22),DROP OFF,2,2,5,N/A,N/A
"PODAR PEARL SCHOOL, AL MESHAF",56846,PM (Drop-off),6,THUMAMA (Part 23),DROP OFF,2,2,5,N/A,N/A
